gene	gene_name	gene_type	chr	start	end	strand	length	Bract	Corolla	Leaves	Ligule	Ovary	Pollen	Seed	Stamen	Stem	Style
Ha1_00043337	Ha1_00043337	protein_coding	Ha1	22809620	22811870	-	1398	7.627	7.396	6.379	11.096	2.843	0.093	4.752	6.966	19.371	8.829
Ha1_00043343	Ha1_00043343	protein_coding	Ha1	22995318	22997898	+	906	11.493	2.467	19.25	13.896	4.752	0.057	3.666	3.212	31.664	4.176
Ha1_00043344	Ha1_00043344	protein_coding	Ha1	23005942	23007669	+	462	0.271	0	0	0.162	0	0	0.093	0	0.217	0.083
Ha1_00043345	Ha1_00043345	protein_coding	Ha1	23082045	23083148	+	1104	0.142	0.169	2.693	0.713	0.3	0	0.039	0	0.364	0.069
Ha1_00043349	Ha1_00043349	protein_coding	Ha1	23497324	23498716	-	766	30.126	13.862	19.663	12.914	11.241	0.237	51.023	5.699	19.086	32.126
Ha1_00043350	Ha1_00043350	protein_coding	Ha1	23537553	23553444	+	3786	0	0.172	0	0.049	0.087	1.323	1.345	9.846	0.093	0.101
Ha1_00043352	Ha1_00043352	protein_coding	Ha1	23876597	23885375	-	1115	22.435	3.926	14.397	20.062	4.752	0	9.827	4.819	27.081	14.12
Ha1_00043355	Ha1_00043355	protein_coding	Ha1	23964465	23966749	+	549	1.823	1.697	2.166	0.683	1.81	0.095	10.058	2.447	37.795	3.341
Ha1_00043356	Ha1_00043356	protein_coding	Ha1	24059672	24062193	+	1725	0.036	0.324	0.46	0.391	0.576	0	0.05	1.557	9.582	0.044
Ha1_00043357	Ha1_00043357	protein_coding	Ha1	24488727	24492201	-	1488	41.356	68.107	70.057	35.002	79.009	0.035	14.322	17.227	209.541	50.154
Ha1_00043362	Ha1_00043362	protein_coding	Ha1	25262869	25272312	+	528	50.398	6.351	19.894	57.268	4.391	1.082	17.158	9.116	56.046	34.955
Ha1_00043364	Ha1_00043364	protein_coding	Ha1	25277833	25278166	-	243	0.129	0.767	0.816	0.617	0	0	0.178	0	2.481	0.472
Ha1_00043366	Ha1_00043366	protein_coding	Ha1	25473425	25475701	+	681	13.637	6.565	49.764	93.371	12.644	0.076	10.072	9.04	34.084	10.661
Ha1_00043367	Ha1_00043367	protein_coding	Ha1	25477670	25493696	-	4171	0.165	0.916	3.516	1.114	0.159	0.124	0.972	0.778	2.758	1.273
Ha1_00043369	Ha1_00043369	protein_coding	Ha1	25565179	25574146	-	2254	322.511	79.013	100.411	99.309	55.979	0.253	62.852	18.524	302.517	96.921
Ha1_00043371	Ha1_00043371	protein_coding	Ha1	25849658	25852826	+	636	0.098	0	0	0.118	0	0.041	0	0	0.079	0.12
Ha1_00043372	Ha1_00043372	protein_coding	Ha1	25877386	25878832	-	1341	0.07	0	0.148	0	5.68	0	215.244	0.584	1.798	0.085
Ha1_00043373	Ha1_00043373	protein_coding	Ha1	25960804	25965943	-	1413	20.16	5.142	9.397	11.164	2.812	0.459	9.617	6.258	17.423	4.624
Ha1_00043375	Ha1_00043375	protein_coding	Ha1	26228301	26231337	-	738	3.178	1.641	9.936	6.956	2.692	0.035	0.585	1.365	5.378	0.621
Ha1_00043376	Ha1_00043376	protein_coding	Ha1	26377719	26380812	-	2391	1.203	0.623	8.703	6.55	1.247	0.033	1.407	0.89	1.534	0.432
Ha1_00043377	Ha1_00043377	protein_coding	Ha1	26494833	26497199	-	1174	12.918	9.362	46.93	20.139	8.745	0.066	13.081	22.883	19.514	5.924
Ha1_00043378	Ha1_00043378	protein_coding	Ha1	26615042	26618726	-	1229	0.102	0	0.161	0.091	0	0.106	0.527	0.455	0.245	0.187
Ha1_00043379	Ha1_00043379	protein_coding	Ha1	27050530	27051687	-	569	1.813	0.819	1.393	1.317	0	1.004	1.44	2.557	2.737	1.142
Ha1_00043380	Ha1_00043380	protein_coding	Ha1	27056183	27062291	+	4157	4.34	2.554	16.496	3.092	1.434	0.1	2.325	3.097	4.182	2.298
Ha1_00043383	Ha1_00043383	protein_coding	Ha1	27232317	27233706	+	1307	8.541	0	1.668	1.949	0	0.02	0.726	0.6	2.883	0.205
Ha1_00043386	Ha1_00043386	protein_coding	Ha1	27287476	27291934	+	696	19.768	3.48	18.793	15.02	4.282	0.336	13.016	3.217	16.17	6.259
Ha1_00043387	Ha1_00043387	protein_coding	Ha1	27341475	27342025	+	467	4332.257	1800.889	331.015	1267.778	499.946	7.839	773.637	1139.986	173.209	7880.717
Ha1_00043390	Ha1_00043390	protein_coding	Ha1	27927749	27930101	+	1380	27.304	3.307	3.159	11.458	1.44	0.056	6.064	6.084	37.535	11.63
Ha1_00043392	Ha1_00043392	protein_coding	Ha1	28081975	28087478	+	1584	0.79	0	0.375	0.284	0	0	0.463	0.283	3.394	0.265
Ha1_00043394	Ha1_00043394	protein_coding	Ha1	28134090	28138013	+	883	341.303	167.621	178.434	271.536	179.649	3.587	234.748	191.041	419.113	271.424
Ha1_00043403	Ha1_00043403	protein_coding	Ha1	28404933	28405287	-	292	0.964	0.957	0	0.257	4.537	0.089	9.012	55.969	0.516	1.047
Ha1_00043405	Ha1_00043405	protein_coding	Ha1	28478778	28490549	+	1328	0.753	12.976	13.282	41.194	1.746	0	0.52	0	1.513	0.23
Ha1_00043409	Ha1_00043409	protein_coding	Ha1	28935506	28936827	-	423	0.517	0	0.469	3.72	2.349	0	0.102	0	0.119	0.181
Ha1_00043410	Ha1_00043410	protein_coding	Ha1	28939946	28946711	+	2777	0.158	0.771	0.214	3.697	0.119	0	0.031	0	0	0.014
Ha1_00043412	Ha1_00043412	protein_coding	Ha1	29001904	29004510	+	1185	0.211	0.157	0	0.158	1.397	0	0.291	5.195	92.724	0.064
Ha1_00043413	Ha1_00043413	protein_coding	Ha1	29017773	29020048	+	1551	10.504	11.771	14.822	12.852	16.868	0.184	6.981	8.3	18.172	11.579
Ha1_00043414	Ha1_00043414	protein_coding	Ha1	29249228	29257252	+	2758	16.7	23.54	30.468	30.69	9.846	0.329	30.485	24.433	25.649	23.581
Ha1_00043415	Ha1_00043415	protein_coding	Ha1	29440322	29441158	+	672	4.607	2.911	5.898	8.754	0	0.348	1.412	3.331	11.289	1.876
Ha1_00043416	Ha1_00043416	protein_coding	Ha1	29443646	29445842	-	1091	86.298	30.223	103.906	103.547	18.82	0.095	13.681	12.722	63.32	17.197
Ha1_00043421	Ha1_00043421	protein_coding	Ha1	29562137	29564501	-	1571	0.179	9.368	0.126	0.405	14.545	39.695	1.126	2970.361	0.64	66.671
Ha1_00043423	Ha1_00043423	protein_coding	Ha1	29621607	29624186	+	675	30.389	23.459	24.957	23.869	22.078	0.269	28.248	10.613	27.093	21.399
Ha1_00043424	Ha1_00043424	protein_coding	Ha1	29665855	29667767	-	825	1.971	0	2.642	1.59	0.401	0.22	0.889	3.256	8.769	1.065
Ha1_00043425	Ha1_00043425	protein_coding	Ha1	29833413	29834114	-	702	1.069	1.327	12.422	15.319	4.246	0	1.045	1.435	3.006	8.383
Ha1_00043429	Ha1_00043429	protein_coding	Ha1	30279468	30281932	-	1276	15.218	4.307	9.164	13.155	5.969	0.387	29.176	8.334	20.868	6.528
Ha1_00043430	Ha1_00043430	protein_coding	Ha1	30487230	30491674	-	1822	0.154	1.38	1.305	0.247	0	0	4.901	0	0	0.126
Ha1_00043432	Ha1_00043432	protein_coding	Ha1	30706927	30709893	-	1560	0.12	0.119	0.381	0.24	0	0	0.359	0	0.354	0.098
Ha1_00043443	Ha1_00043443	protein_coding	Ha1	31331430	31333076	-	786	97.268	10.429	11.346	75.844	26.123	5.979	20.746	227.72	187.606	28.44
Ha1_00043444	Ha1_00043444	protein_coding	Ha1	31350891	31354910	+	2568	0.219	0.073	0.309	0.481	0.516	0	0.336	0	0.489	0.268
Ha1_00043445	Ha1_00043445	protein_coding	Ha1	31410596	31412326	-	1350	0	2.415	42.279	13.156	19.134	0.058	27.737	0.746	1.303	0.368
Ha1_00043447	Ha1_00043447	protein_coding	Ha1	31442919	31445859	-	697	298.289	230.259	178.281	340.18	345.899	0.559	338.18	269.806	285.806	507.724
Ha1_00043449	Ha1_00043449	protein_coding	Ha1	31498443	31502084	-	1515	1.631	3.75	28.648	33.388	8.307	0.12	5.923	3.62	8.49	7.92
Ha1_00043452	Ha1_00043452	protein_coding	Ha1	31644446	31645707	+	849	9.797	2.414	9.571	6.223	7.021	0	6.555	1.846	3.61	7.561
Ha1_00043453	Ha1_00043453	protein_coding	Ha1	31647125	31650136	-	1614	139.296	27.471	91.602	71.224	30.778	0.74	48.485	21.014	115.455	30.257
Ha1_00043454	Ha1_00043454	protein_coding	Ha1	31701290	31702392	+	270	30.574	3.105	29.361	36.498	11.039	0.288	40.742	11.608	27.54	18.54
Ha1_00043458	Ha1_00043458	protein_coding	Ha1	31901831	31908568	+	2343	0.027	0.08	0	0.016	0	0	0.037	0	0	0.098
Ha1_00043460	Ha1_00043460	protein_coding	Ha1	32033038	32035721	+	1848	0.237	1.663	0	1.135	0	0	0.07	0	0.027	0.103
Ha1_00043463	Ha1_00043463	protein_coding	Ha1	32296693	32298941	+	731	7.4	5.097	2.982	3.998	21.746	0	11.331	5.513	10.172	5.489
Ha1_00043464	Ha1_00043464	protein_coding	Ha1	32304459	32309158	+	2085	0.345	1.787	13.307	3.63	0.953	0.075	1.51	0.591	5.735	2.291
Ha1_00043465	Ha1_00043465	protein_coding	Ha1	32312190	32318618	+	2393	8.284	4.943	46.627	18.93	3.321	0.076	9.14	1.637	10.938	3.465
Ha1_00043466	Ha1_00043466	protein_coding	Ha1	32325457	32325936	+	480	56.154	39.005	24.36	44.495	33.117	0.541	57.159	28.684	129.58	24.281
Ha1_00043467	Ha1_00043467	protein_coding	Ha1	32338627	32343502	-	2671	1.686	1.779	1.187	3.689	3.472	0.01	1.211	0.754	2.69	4.206
Ha1_00043470	Ha1_00043470	protein_coding	Ha1	32769489	32769790	-	246	2.924	1.893	4.028	2.132	5.385	0	3.332	0	1.838	2.641
Ha1_00043472	Ha1_00043472	protein_coding	Ha1	32772559	32773098	+	540	0	1.38	0	0	5.519	5.769	0	1022.567	0	23.281
Ha1_00043473	Ha1_00043473	protein_coding	Ha1	32968432	32971172	+	1339	3.409	3.27	0.296	3.946	0.247	0.271	0.741	0.752	2.064	2.197
Ha1_00043474	Ha1_00043474	protein_coding	Ha1	32972009	32976353	-	1649	53	12.145	27.522	36.879	20.485	0.157	37.593	8.825	62.642	31.26
Ha1_00043475	Ha1_00043475	protein_coding	Ha1	32982866	32987646	-	1578	8.382	4.899	17.96	33.1	7.135	0.066	8.502	9.931	23.529	5.86
Ha1_00043476	Ha1_00043476	protein_coding	Ha1	33024918	33026388	-	1024	3.176	2.001	9.677	7.538	0	0.203	2.823	0.547	10.5	0.97
Ha1_00043478	Ha1_00043478	protein_coding	Ha1	33054244	33061209	+	2335	1.741	2.433	9.676	9.484	1.276	0	0.905	1.582	4.282	1.44
Ha1_00043479	Ha1_00043479	protein_coding	Ha1	33071777	33072619	-	843	9.421	3.315	17.632	12.934	5.893	0.154	4.299	0.398	19.965	3.082
Ha1_00043486	Ha1_00043486	protein_coding	Ha1	33332500	33334602	+	721	0	0	0	0.052	0	6.626	0.06	2.484	0	0.053
Ha1_00043488	Ha1_00043488	protein_coding	Ha1	33391816	33396332	+	1397	0.045	0	0.851	0.107	0	0.037	0.278	0	0.072	0.055
Ha1_00043489	Ha1_00043489	protein_coding	Ha1	33397546	33400882	-	1885	0.05	0	0.841	0	0	0	0.046	0	0.133	0.02
Ha1_00043490	Ha1_00043490	protein_coding	Ha1	33579210	33582540	+	685	0.685	0.816	0.579	0.711	0	0	0.567	0.327	0.367	0.614
Ha1_00043499	Ha1_00043499	protein_coding	Ha1	36076041	36079119	-	1304	26.929	8.643	19.606	17.557	18.285	0.04	40.261	15.108	33.25	13.919
Ha1_00043500	Ha1_00043500	protein_coding	Ha1	36288236	36289679	+	519	24.642	13.101	204.676	14.078	1.914	0.05	0.748	0.431	25.459	6.921
Ha1_00043501	Ha1_00043501	protein_coding	Ha1	36323262	36328807	-	1621	47.434	26.605	44.258	38.856	22.677	0.625	63.844	50.41	31.924	42.267
Ha1_00043506	Ha1_00043506	protein_coding	Ha1	36529431	36537732	+	2849	2.426	14.614	10.713	16.124	3.139	0.091	8.661	2.279	1.499	5.124
Ha1_00043507	Ha1_00043507	protein_coding	Ha1	36574843	36575825	+	889	0.106	0	0.223	0.042	0	0	0.631	0	0.113	0.043
Ha1_00043508	Ha1_00043508	protein_coding	Ha1	36851773	36857170	-	540	0.869	0.69	2.202	7.494	4.906	0	3.994	1.658	8.187	10.898
Ha1_00043510	Ha1_00043510	protein_coding	Ha1	36940734	36945096	-	1221	19.719	6.561	13.634	20.499	5.696	0.043	8.091	4.4	27.857	4.6
Ha1_00043513	Ha1_00043513	protein_coding	Ha1	37012279	37015673	-	1593	49.229	7.309	12.441	32.436	4.781	0.293	25.374	6.113	35.796	19.118
Ha1_00043514	Ha1_00043514	protein_coding	Ha1	37082323	37082943	-	621	0	5.25	0	0.422	1.6	0	0	4.146	0	0.123
Ha1_00043516	Ha1_00043516	protein_coding	Ha1	37171306	37173589	+	1070	5.348	2.96	24.819	160.908	11.452	0	10.563	2.092	10.424	15.606
Ha1_00043517	Ha1_00043517	protein_coding	Ha1	37176320	37177053	-	641	157.613	34.294	62.454	80.901	20.666	5.994	83.586	34.926	128.542	79.167
Ha1_00043518	Ha1_00043518	protein_coding	Ha1	37191655	37192041	+	387	0.081	13.719	0	1.355	1.711	0.067	0	43.965	0	0.987
Ha1_00043524	Ha1_00043524	protein_coding	Ha1	37425773	37434111	-	2403	8.055	6.086	11.794	7.859	3.17	0.076	6.606	4.472	7.506	9.048
Ha1_00043527	Ha1_00043527	protein_coding	Ha1	37578376	37586268	-	1944	2.204	2.108	4.384	3.585	3.066	0.053	3.462	1.612	2.791	3.086
Ha1_00043529	Ha1_00043529	protein_coding	Ha1	37644024	37646354	+	611	2.098	2.897	15.245	8.831	2.168	0.042	27.606	0	3.207	5.629
Ha1_00043530	Ha1_00043530	protein_coding	Ha1	37694170	37694499	-	330	0.663	0.282	0	0.454	2.007	0.079	3.399	2.035	0.152	0.232
Ha1_00043532	Ha1_00043532	protein_coding	Ha1	37849970	37851719	+	939	85.981	15.574	13.297	30.047	14.813	0.083	18.055	23.246	259.071	20.754
Ha1_00043533	Ha1_00043533	protein_coding	Ha1	37883926	37886153	-	1259	0.124	0.074	0	0.923	0	0	0.069	0	0.04	0.03
Ha1_00043534	Ha1_00043534	protein_coding	Ha1	37940936	37944147	-	891	593.689	345.926	5363.668	222.839	57.611	0.903	0.097	37.312	593.478	68.19
Ha1_00043538	Ha1_00043538	protein_coding	Ha1	37962335	37965694	-	3360	0.047	0.028	0.059	0.056	0	0	0	0	0.12	0
Ha1_00043540	Ha1_00043540	protein_coding	Ha1	38131585	38140201	+	327	11.379	0	0	0.115	0	0	0	0.685	0.461	0.584
Ha1_00043543	Ha1_00043543	protein_coding	Ha1	38456979	38466291	-	1412	103.839	79.359	35.089	68.092	90.532	0.294	69.2	48.358	120.657	108.196
Ha1_00043549	Ha1_00043549	protein_coding	Ha1	38845305	38848988	+	1093	0.029	0.256	0	0	1.515	0	0	0.102	0	0.035
Ha1_00043550	Ha1_00043550	protein_coding	Ha1	38876327	38896841	-	9893	4.261	6.836	11.038	9.62	7.063	0.076	7.98	4.662	7.613	7.428
Ha1_00043552	Ha1_00043552	protein_coding	Ha1	39156215	39163682	-	2089	47.225	22.562	15.559	27.461	21.085	0.186	75.602	10.074	34.272	25.646
Ha1_00043553	Ha1_00043553	protein_coding	Ha1	39282809	39285716	-	1140	4.279	1.716	6.954	11.307	0	0.524	1.892	2.357	13.31	2.916
Ha1_00043554	Ha1_00043554	protein_coding	Ha1	39329435	39341769	-	1109	30.226	9.659	11.258	41.253	19.41	0.211	70.407	13.626	39.187	22.121
Ha1_00043555	Ha1_00043555	protein_coding	Ha1	39335250	39339025	+	1488	0.021	0.188	0.133	0.076	0	0	0.116	0	0.068	0.026
Ha1_00043558	Ha1_00043558	protein_coding	Ha1	39667941	39669314	+	552	0.113	0	0.359	1.154	0	0	0.234	0.406	5.188	0.069
Ha1_00043561	Ha1_00043561	protein_coding	Ha1	40069561	40075912	-	1529	16.381	44.593	57.809	127.798	12.129	0.051	13.373	1.391	18.828	32.039
Ha1_00043562	Ha1_00043562	protein_coding	Ha1	40223114	40233735	-	1442	0.412	0.129	0.55	0.52	0	0	0.329	0.078	0.592	0.291
Ha1_00043563	Ha1_00043563	protein_coding	Ha1	40476046	40478820	+	1512	3.888	0.862	1.835	1.685	0.438	0	1.113	0	2.027	0.657
Ha1_00043564	Ha1_00043564	protein_coding	Ha1	40622502	40626020	-	1147	4.798	1.462	9.503	5.619	5.775	0.34	3.46	2.44	3.986	9.262
Ha1_00043565	Ha1_00043565	protein_coding	Ha1	40651659	40655612	-	2133	0.44	0.961	1.672	1.388	0.155	0.024	0.971	0.63	1.036	0.967
Ha1_00043567	Ha1_00043567	protein_coding	Ha1	40818061	40818865	-	676	2.359	3.445	2.052	3.215	1.47	2.573	1.851	7.451	7.209	2.657
Ha1_00043568	Ha1_00043568	protein_coding	Ha1	40837574	40839374	-	809	1.623	0.806	3.43	1.297	1.637	2.214	0.747	2.491	2.484	0.378
Ha1_00043570	Ha1_00043570	protein_coding	Ha1	41019355	41019842	-	381	0	0	0	0	0	0.136	0.34	3.819	0.132	0.401
Ha1_00043575	Ha1_00043575	protein_coding	Ha1	41257869	41265404	+	2250	7.324	3.767	4.933	12.806	9.862	0.404	10.833	10.995	21.66	10.19
Ha1_00043579	Ha1_00043579	protein_coding	Ha1	41498540	41501326	-	961	162.299	49.917	42.689	138.297	46.867	0.54	104.189	18.287	115.173	130.82
Ha1_00043580	Ha1_00043580	protein_coding	Ha1	41551119	41554292	-	809	2.744	1.727	0	0.648	0.409	1.829	2.4	48.704	2.546	3.637
Ha1_00043583	Ha1_00043583	protein_coding	Ha1	41830573	41833304	-	1983	0.489	0.329	0.1	0.094	0	0.026	0.261	0	0.38	0.173
Ha1_00043588	Ha1_00043588	protein_coding	Ha1	42132670	42135765	-	1036	17.053	6.563	15.495	30.525	3.836	0.025	3.373	2.917	23.423	5.496
Ha1_00043589	Ha1_00043589	protein_coding	Ha1	42145161	42146812	-	678	2.352	4.534	12.277	12.821	2.442	0.077	25.769	1.816	4.52	6.82
Ha1_00043590	Ha1_00043590	protein_coding	Ha1	42157805	42160721	-	1188	33.69	2.431	8.007	1.892	409.223	0.219	4035.815	14.699	10.826	2.509
Ha1_00043594	Ha1_00043594	protein_coding	Ha1	42460419	42462849	+	843	0.593	0	0.235	0.222	0	0.031	0.563	0	0.417	0
Ha1_00043596	Ha1_00043596	protein_coding	Ha1	42520203	42522844	-	2324	58.663	29.539	12.706	53.012	23.085	0.123	120.525	13.246	182.676	24.795
Ha1_00043598	Ha1_00043598	protein_coding	Ha1	42692130	42695053	+	888	1314.247	2096.938	2045.678	572.04	146.938	2.924	18.558	22.312	288.038	596.679
Ha1_00043601	Ha1_00043601	protein_coding	Ha1	42945703	42947897	+	1603	59.144	17.897	6.058	17.017	4.132	0	9.688	2.654	25.857	5.65
Ha1_00043605	Ha1_00043605	protein_coding	Ha1	43245578	43246925	+	484	5.362	1.155	0.409	4.413	1.368	0	0.267	0	1.661	1.026
Ha1_00043606	Ha1_00043606	protein_coding	Ha1	43481260	43486067	+	1306	184.501	46.43	42.945	106.469	51.729	2.783	92.818	119.651	155.879	139.916
Ha1_00043607	Ha1_00043607	protein_coding	Ha1	43606871	43610112	-	1545	2.995	0.784	0.257	0.582	2.143	48.799	0.028	419.783	3.447	5.985
Ha1_00043612	Ha1_00043612	protein_coding	Ha1	44132223	44133566	+	393	5.251	0	108.926	3.623	5.056	0.595	13.941	0	1.278	3.014
Ha1_00043614	Ha1_00043614	protein_coding	Ha1	44167031	44168741	-	974	14.639	2.008	2.238	11.502	1.7	12.341	5.315	25.284	20.323	6.395
Ha1_00043615	Ha1_00043615	protein_coding	Ha1	44208501	44213291	+	1638	126.756	34.916	8.711	21.64	5.661	0.048	8.559	15.718	34.66	10.731
Ha1_00043617	Ha1_00043617	protein_coding	Ha1	44305823	44307404	+	1492	5.491	0.375	4.383	4.37	1.11	0	2.053	3.751	19.261	0.692
Ha1_00043620	Ha1_00043620	protein_coding	Ha1	44377984	44378905	+	621	0.252	0.3	0	0.06	0	0	0.903	0	0.566	0.185
Ha1_00043626	Ha1_00043626	protein_coding	Ha1	44561403	44562710	-	807	67.459	45.246	57.957	90.493	38.575	0.129	54.579	18.587	42.584	33.43
Ha1_00043629	Ha1_00043629	protein_coding	Ha1	44699328	44699944	+	486	0	0.383	0.408	1.079	0	0	0.621	0	0.414	0.472
Ha1_00043630	Ha1_00043630	protein_coding	Ha1	44702162	44704685	-	1142	19.824	4.894	0.868	9.745	3.48	0	0.869	0.294	4.795	1.64
Ha1_00043649	Ha1_00043649	protein_coding	Ha1	45786431	45789002	-	1758	0.445	0.053	1.127	0.298	0	0	0.074	0.573	0.943	0.217
Ha1_00043650	Ha1_00043650	protein_coding	Ha1	45909214	45911641	-	1667	0.713	1.006	5.825	5.282	10.132	0	75.72	1.276	3.737	0.619
Ha1_00043656	Ha1_00043656	protein_coding	Ha1	46327389	46331203	-	1052	24.135	1.682	0.188	3.847	4.407	0.025	2.911	7.342	145.47	16.418
Ha1_00043658	Ha1_00043658	protein_coding	Ha1	46409523	46410861	-	663	2.83	0.281	2.989	0.17	0	0	0.065	0.675	0.455	0.288
Ha1_00043659	Ha1_00043659	protein_coding	Ha1	46718725	46724524	-	1041	6.728	2.326	7.234	4.211	4.136	0.075	14.172	3.548	7.529	5.543
Ha1_00043660	Ha1_00043660	protein_coding	Ha1	46740276	46741377	-	969	0.871	0	0	0.309	1.367	0	0.045	0.578	19.34	0.355
Ha1_00043662	Ha1_00043662	protein_coding	Ha1	46823387	46826803	+	1484	0.885	0	3.339	0.353	0.446	0	1.628	0	0	0.077
Ha1_00043664	Ha1_00043664	protein_coding	Ha1	47017377	47020660	+	1264	145.757	42.815	33.71	128.593	67.334	0.329	59.862	23.734	75.521	294.24
Ha1_00043665	Ha1_00043665	protein_coding	Ha1	47804098	47806469	-	431	0.145	0	0	0.174	0	0.06	2.102	7.272	0.233	0
Ha1_00043668	Ha1_00043668	protein_coding	Ha1	48021218	48036973	+	3346	8.756	8.63	21.264	12.979	4.949	0.202	13.138	2.108	14.775	9.844
Ha1_00043676	Ha1_00043676	protein_coding	Ha1	48770474	48775768	+	396	93.096	12.937	40.538	123.573	10.035	9.572	13.617	5.936	87.668	24.027
Ha1_00043677	Ha1_00043677	protein_coding	Ha1	48792277	48795085	+	1258	217.491	72.044	370.218	134.478	177.695	5.964	192.308	70.116	184.67	91.734
Ha1_00043678	Ha1_00043678	protein_coding	Ha1	48911104	48921050	+	1206	113.927	159.26	31.716	29.826	64.806	0.409	16.383	109.895	30.536	212.448
Ha1_00043679	Ha1_00043679	protein_coding	Ha1	48925040	48930349	+	2310	0.027	0	0	0.032	0	0	0.019	0	0.109	0.05
Ha1_00043680	Ha1_00043680	protein_coding	Ha1	48930991	48936005	-	2088	28.708	8.521	12.529	26.343	4.441	0.236	18.677	5.468	29.596	10.871
Ha1_00043683	Ha1_00043683	protein_coding	Ha1	49125963	49126418	+	357	2.365	0.783	2.221	1.155	0	0	1.329	1.881	2.533	0.321
Ha1_00043684	Ha1_00043684	protein_coding	Ha1	49269827	49276737	+	2492	1.543	1.495	2.386	5.458	1.861	0.365	2.077	1.932	17.56	0.859
Ha1_00043685	Ha1_00043685	protein_coding	Ha1	49293270	49298922	+	1411	73.264	20.926	110.259	58.634	72.994	0.055	302.92	9.758	70.395	17.738
Ha1_00043686	Ha1_00043686	protein_coding	Ha1	49316904	49324174	+	1099	3.926	1.356	9.918	3.648	2.411	0.024	19.234	1.12	4.526	0.869
Ha1_00043688	Ha1_00043688	protein_coding	Ha1	49521775	49522370	-	474	715.492	604.663	74.424	279.281	51.702	2.191	76.085	130.357	35.19	1834.912
Ha1_00043689	Ha1_00043689	protein_coding	Ha1	49855378	49859135	-	1000	0.25	0	0.396	0.225	0	0.026	0.129	0	0.603	0.038
Ha1_00043690	Ha1_00043690	protein_coding	Ha1	50187104	50188228	+	996	3.202	1.029	3.582	5.192	0.997	0.365	1.949	2.81	3.935	2.187
Ha1_00043692	Ha1_00043692	protein_coding	Ha1	50446856	50455334	+	2051	0.625	0.136	0.966	0.585	0.161	0	1.83	0	0.392	0.373
Ha1_00043695	Ha1_00043695	protein_coding	Ha1	51035805	51040601	+	2175	0.446	0.043	0.091	0.207	0.457	0	0.674	0.36	0.485	0.035
Ha1_00043698	Ha1_00043698	protein_coding	Ha1	51381788	51384624	+	1326	3.301	3.793	6.875	5.425	2.498	0.02	6.897	2.533	8.525	2.133
Ha1_00043699	Ha1_00043699	protein_coding	Ha1	51489392	51490453	+	561	33.944	21.253	49.105	26.583	9.445	0.463	12.611	4.789	19.434	11.648
Ha1_00043702	Ha1_00043702	protein_coding	Ha1	51544929	51546976	+	759	139.577	34.73	8.617	39.691	32.724	0.068	14.436	14.748	48.653	41.283
Ha1_00043704	Ha1_00043704	protein_coding	Ha1	51555087	51555236	-	150	33.979	45.331	11.891	86.429	13.247	0.346	9.203	13.432	3.684	26.494
Ha1_00043705	Ha1_00043705	protein_coding	Ha1	51644505	51647674	+	1250	0.15	0	0.476	0.09	0	0.021	0.104	0	0.281	0.092
Ha1_00043707	Ha1_00043707	protein_coding	Ha1	51782053	51786645	-	1013	146.807	48.734	44.606	87.145	87.941	0.308	87.343	65.858	113.923	107.469
Ha1_00043713	Ha1_00043713	protein_coding	Ha1	52116804	52117565	+	453	0.69	29.404	151.81	48.305	62.871	0	1009.146	26.193	9.316	13.581
Ha1_00043715	Ha1_00043715	protein_coding	Ha1	52416195	52417260	+	615	70.673	13.328	0.322	20.593	2.692	0.253	2.455	12.741	135.774	10.004
Ha1_00043717	Ha1_00043717	protein_coding	Ha1	52575427	52577422	+	776	141.637	43.812	114.927	104.151	60.601	0.502	179.838	23.945	96.404	111.387
Ha1_00043719	Ha1_00043719	protein_coding	Ha1	52875655	52877077	+	1118	5.873	5.082	6.382	5.061	10.664	0.093	5.595	4.205	3.91	6.357
Ha1_00043721	Ha1_00043721	protein_coding	Ha1	52997792	52999531	-	1010	0.093	0	0	0.111	0	0	0.342	0	0.199	0.227
Ha1_00043726	Ha1_00043726	protein_coding	Ha1	53688320	53691490	+	1818	0.017	0.102	0.109	0.041	0	0	0.166	0	0.028	0.042
Ha1_00043730	Ha1_00043730	protein_coding	Ha1	53811527	53814438	+	957	10.26	0.097	0.828	5.481	0	0.081	4.733	2.222	16.747	5.311
Ha1_00043731	Ha1_00043731	protein_coding	Ha1	53833963	53837192	+	935	25.149	5.678	41.969	49.852	4.959	0.167	14.903	8.62	70.499	18.677
Ha1_00043732	Ha1_00043732	protein_coding	Ha1	53874519	53881194	+	1792	0.262	1.507	32.736	8.489	1.848	2.086	2.167	42.351	2.776	5.182
Ha1_00043733	Ha1_00043733	protein_coding	Ha1	53986044	53987444	+	1401	10.044	0.532	2.688	0.16	0	0.019	0.277	0.16	3.012	0.573
Ha1_00043737	Ha1_00043737	protein_coding	Ha1	54325813	54329206	-	766	35.882	6.81	21.992	24.213	5.62	0.068	16.501	3.215	32.073	19.904
Ha1_00043738	Ha1_00043738	protein_coding	Ha1	54331781	54332791	+	1011	0.031	0	0.588	0.111	0.655	0	0.128	0.443	0.149	0.378
Ha1_00043741	Ha1_00043741	protein_coding	Ha1	54692437	54697868	+	1686	5.137	3.37	4.702	5.712	0.589	8.069	4.094	3.12	8.761	2.652
